Week,County,Sales
4/4/2015,CATTARAUGUS ,3801
4/4/2015,CAYUGA      ,4999
4/4/2015,CHAUTAUQUA  ,7661
4/4/2015,CHEMUNG     ,4931
4/4/2015,CHENANGO    ,2616
4/4/2015,CLINTON     ,3526
4/4/2015,COLUMBIA    ,4679
4/4/2015,CORTLAND    ,2652
4/4/2015,DELAWARE    ,3324
4/4/2015,DUTCHESS    ,26480
4/4/2015,ERIE        ,61469
4/4/2015,ESSEX       ,1871
4/4/2015,FRANKLIN    ,2036
4/4/2015,FULTON      ,3593
4/4/2015,GENESEE     ,3506
4/4/2015,GREENE      ,4082
4/4/2015,HAMILTON    ,246
4/4/2015,HERKIMER    ,3595
4/4/2015,JEFFERSON   ,5520
4/4/2015,KINGS       ,174975
4/4/2015,LEWIS       ,998
4/4/2015,LIVINGSTON  ,3959
4/4/2015,MADISON     ,3553
4/4/2015,MONROE      ,53051
4/4/2015,MONTGOMERY  ,3979
4/4/2015,NASSAU      ,161137
4/4/2015,NEW YORK    ,172220
4/4/2015,NIAGARA     ,12266
4/4/2015,ONEIDA      ,13990
4/4/2015,ONONDAGA    ,32933
4/4/2015,ONTARIO     ,7982
4/4/2015,ORANGE      ,36035
4/4/2015,ORLEANS     ,1941
4/4/2015,OSWEGO      ,6697
4/4/2015,OTSEGO      ,3218
4/4/2015,PUTNAM      ,12808
4/4/2015,QUEENS      ,205656
4/4/2015,RENSSELAER  ,11203
4/4/2015,RICHMOND    ,54265
4/4/2015,ROCKLAND    ,33360
4/4/2015,SARATOGA    ,16589
4/4/2015,SCHENECTADY ,157589
4/4/2015,SCHOHARIE   ,1875
4/4/2015,SCHUYLER    ,1093
4/4/2015,SENECA      ,2072
4/4/2015,ST. LAWRENCE,5636
4/4/2015,STEUBEN     ,6242
4/4/2015,SUFFOLK     ,170887
4/4/2015,SULLIVAN    ,6565
4/4/2015,TIOGA       ,2661
4/4/2015,TOMPKINS    ,4767
4/4/2015,ULSTER      ,15800
4/4/2015,WARREN      ,6079
4/4/2015,WASHINGTON  ,3082
4/4/2015,WAYNE       ,5766
4/4/2015,WESTCHESTER ,104222
4/4/2015,WYOMING     ,2041
4/4/2015,YATES       ,1026
4/11/2015,ALBANY      ,22729
4/11/2015,ALLEGANY    ,1836
4/11/2015,BRONX       ,97137
4/11/2015,BROOME      ,11458
4/11/2015,CATTARAUGUS ,3761
4/11/2015,CAYUGA      ,5139
4/11/2015,CHAUTAUQUA  ,7497
4/11/2015,CHEMUNG     ,5087
4/11/2015,CHENANGO    ,2592
4/11/2015,CLINTON     ,3774
4/11/2015,COLUMBIA    ,4461
4/11/2015,CORTLAND    ,2704
4/11/2015,DELAWARE    ,3411
4/11/2015,DUTCHESS    ,26066
4/11/2015,ERIE        ,58196
4/11/2015,ESSEX       ,1736
4/11/2015,FRANKLIN    ,2202
4/11/2015,FULTON      ,3425
4/11/2015,GENESEE     ,3821
4/11/2015,GREENE      ,4016
4/11/2015,HAMILTON    ,218
4/11/2015,HERKIMER    ,3194
4/11/2015,JEFFERSON   ,5428
4/11/2015,KINGS       ,166772
4/11/2015,LEWIS       ,1052
4/11/2015,LIVINGSTON  ,3663
4/11/2015,MADISON     ,3516
4/11/2015,MONROE      ,51864
4/11/2015,MONTGOMERY  ,3858
4/11/2015,NASSAU      ,152720
4/11/2015,NEW YORK    ,171808
4/11/2015,NIAGARA     ,11275
4/11/2015,ONEIDA      ,13863
4/11/2015,ONONDAGA    ,30011
4/11/2015,ONTARIO     ,8181
4/11/2015,ORANGE      ,35214
4/11/2015,ORLEANS     ,2033
4/11/2015,OSWEGO      ,6238
4/11/2015,OTSEGO      ,3302
4/11/2015,PUTNAM      ,12577
4/11/2015,QUEENS      ,200809
4/11/2015,RENSSELAER  ,11239
4/11/2015,RICHMOND    ,50791
4/11/2015,ROCKLAND    ,32852
4/11/2015,SARATOGA    ,15876
4/11/2015,SCHENECTADY ,157525
4/11/2015,SCHOHARIE   ,1628
4/11/2015,SCHUYLER    ,978
4/11/2015,SENECA      ,1990
4/11/2015,ST. LAWRENCE,5639
4/11/2015,STEUBEN     ,6270
4/11/2015,SUFFOLK     ,161526
4/11/2015,SULLIVAN    ,6830
4/11/2015,TIOGA       ,2669
4/11/2015,TOMPKINS    ,4496
4/11/2015,ULSTER      ,15220
4/11/2015,WARREN      ,6089
4/11/2015,WASHINGTON  ,3199
4/11/2015,WAYNE       ,5633
4/11/2015,WESTCHESTER ,101024
4/11/2015,WYOMING     ,1974
4/11/2015,YATES       ,1029
4/18/2015,ALBANY      ,22463
4/18/2015,ALLEGANY    ,1879
4/18/2015,BRONX       ,95984
4/18/2015,BROOME      ,11214
4/18/2015,CATTARAUGUS ,3599
4/18/2015,CAYUGA      ,4646
4/18/2015,CHAUTAUQUA  ,7292
4/18/2015,CHEMUNG     ,4966
4/18/2015,CHENANGO    ,2591
4/18/2015,CLINTON     ,4083
4/18/2015,COLUMBIA    ,4629
4/18/2015,CORTLAND    ,2712
4/18/2015,DELAWARE    ,3086
4/18/2015,DUTCHESS    ,26170
4/18/2015,ERIE        ,59430
4/18/2015,ESSEX       ,1670
4/18/2015,FRANKLIN    ,2043
4/18/2015,FULTON      ,3363
4/18/2015,GENESEE     ,3697
4/18/2015,GREENE      ,3920
4/18/2015,HAMILTON    ,192
4/18/2015,HERKIMER    ,3352
4/18/2015,JEFFERSON   ,5802
4/18/2015,KINGS       ,171707
4/18/2015,LEWIS       ,1072
4/18/2015,LIVINGSTON  ,3543
4/18/2015,MADISON     ,3647
4/18/2015,MONROE      ,51090
4/18/2015,MONTGOMERY  ,4087
4/18/2015,NASSAU      ,158461
4/18/2015,NEW YORK    ,176142
4/18/2015,NIAGARA     ,11871
4/18/2015,ONEIDA      ,13716
4/18/2015,ONONDAGA    ,31462
4/18/2015,ONTARIO     ,7773
4/18/2015,ORANGE      ,35678
4/18/2015,ORLEANS     ,1982
4/18/2015,OSWEGO      ,6207
4/18/2015,OTSEGO      ,3197
4/18/2015,PUTNAM      ,12360
4/18/2015,QUEENS      ,204385
4/18/2015,RENSSELAER  ,11016
4/18/2015,RICHMOND    ,51306
4/18/2015,ROCKLAND    ,33572
4/18/2015,SARATOGA    ,15937
4/18/2015,SCHENECTADY ,157357
4/18/2015,SCHOHARIE   ,1914
4/18/2015,SCHUYLER    ,983
4/18/2015,SENECA      ,2013
4/18/2015,ST. LAWRENCE,5761
4/18/2015,STEUBEN     ,6362
4/18/2015,SUFFOLK     ,164221
4/18/2015,SULLIVAN    ,6677
4/18/2015,TIOGA       ,2559
4/18/2015,TOMPKINS    ,4438
4/18/2015,ULSTER      ,15343
4/18/2015,WARREN      ,5880
4/18/2015,WASHINGTON  ,3156
4/18/2015,WAYNE       ,5450
4/18/2015,WESTCHESTER ,102214
4/18/2015,WYOMING     ,2090
4/18/2015,YATES       ,992
4/25/2015,ALBANY      ,22818
4/25/2015,ALLEGANY    ,1919
4/25/2015,BRONX       ,97413
4/25/2015,BROOME      ,11768
4/25/2015,CATTARAUGUS ,3760
4/25/2015,CAYUGA      ,4697
4/25/2015,CHAUTAUQUA  ,7467
4/25/2015,CHEMUNG     ,4979
4/25/2015,CHENANGO    ,2562
4/25/2015,CLINTON     ,3793
4/25/2015,COLUMBIA    ,4501
4/25/2015,CORTLAND    ,2857
4/25/2015,DELAWARE    ,3458
4/25/2015,DUTCHESS    ,26581
4/25/2015,ERIE        ,59112
4/25/2015,ESSEX       ,1685
4/25/2015,FRANKLIN    ,2298
4/25/2015,FULTON      ,3654
4/25/2015,GENESEE     ,3744
4/25/2015,GREENE      ,3895
4/25/2015,HAMILTON    ,222
4/25/2015,HERKIMER    ,3324
4/25/2015,JEFFERSON   ,5847
4/25/2015,KINGS       ,171975
4/25/2015,LEWIS       ,1042
4/25/2015,LIVINGSTON  ,3711
4/25/2015,MADISON     ,3622
4/25/2015,MONROE      ,51973
4/25/2015,MONTGOMERY  ,3965
4/25/2015,NASSAU      ,160251
4/25/2015,NEW YORK    ,174118
4/25/2015,NIAGARA     ,11978
4/25/2015,ONEIDA      ,14135
4/25/2015,ONONDAGA    ,31377
4/25/2015,ONTARIO     ,7772
4/25/2015,ORANGE      ,35965
4/25/2015,ORLEANS     ,2069
4/25/2015,OSWEGO      ,6281
4/25/2015,OTSEGO      ,3186
4/25/2015,PUTNAM      ,12677
4/25/2015,QUEENS      ,204281
4/25/2015,RENSSELAER  ,10962
4/25/2015,RICHMOND    ,51908
4/25/2015,ROCKLAND    ,32968
4/25/2015,SARATOGA    ,16418
4/25/2015,SCHENECTADY ,157572
4/25/2015,SCHOHARIE   ,1797
4/25/2015,SCHUYLER    ,992
4/25/2015,SENECA      ,1961
4/25/2015,ST. LAWRENCE,5842
4/25/2015,STEUBEN     ,6614
4/25/2015,SUFFOLK     ,165110
4/25/2015,SULLIVAN    ,6659
4/25/2015,TIOGA       ,2602
4/25/2015,TOMPKINS    ,4460
4/25/2015,ULSTER      ,14767
4/25/2015,WARREN      ,6109
4/25/2015,WASHINGTON  ,3186
4/25/2015,WAYNE       ,5492
4/25/2015,WESTCHESTER ,102202
4/25/2015,WYOMING     ,2107
4/25/2015,YATES       ,1162
5/2/2015,ALBANY      ,22600
5/2/2015,ALLEGANY    ,1887
5/2/2015,BRONX       ,100668
5/2/2015,BROOME      ,11816
5/2/2015,CATTARAUGUS ,3949
5/2/2015,CAYUGA      ,4684
5/2/2015,CHAUTAUQUA  ,7572
5/2/2015,CHEMUNG     ,4952
5/2/2015,CHENANGO    ,2730
5/2/2015,CLINTON     ,3848
5/2/2015,COLUMBIA    ,4858
5/2/2015,CORTLAND    ,2760
5/2/2015,DELAWARE    ,3081
5/2/2015,DUTCHESS    ,27105
5/2/2015,ERIE        ,58889
5/2/2015,ESSEX       ,1724
5/2/2015,FRANKLIN    ,2261
5/2/2015,FULTON      ,3518
5/2/2015,GENESEE     ,3692
5/2/2015,GREENE      ,4035
5/2/2015,HAMILTON    ,200
5/2/2015,HERKIMER    ,3388
5/2/2015,JEFFERSON   ,5722
5/2/2015,KINGS       ,177930
5/2/2015,LEWIS       ,1048
5/2/2015,LIVINGSTON  ,3689
5/2/2015,MADISON     ,3540
5/2/2015,MONROE      ,51406
5/2/2015,MONTGOMERY  ,3965
5/2/2015,NASSAU      ,159899
5/2/2015,NEW YORK    ,176973
5/2/2015,NIAGARA     ,12130
5/2/2015,ONEIDA      ,13779
5/2/2015,ONONDAGA    ,30207
5/2/2015,ONTARIO     ,7540
5/2/2015,ORANGE      ,35706
5/2/2015,ORLEANS     ,1922
5/2/2015,OSWEGO      ,6445
5/2/2015,OTSEGO      ,3190
5/2/2015,PUTNAM      ,12941
5/2/2015,QUEENS      ,206542
5/2/2015,RENSSELAER  ,11015
5/2/2015,RICHMOND    ,52607
5/2/2015,ROCKLAND    ,34423
5/2/2015,SARATOGA    ,16310
5/2/2015,SCHENECTADY ,157017
5/2/2015,SCHOHARIE   ,1744
5/2/2015,SCHUYLER    ,965
5/2/2015,SENECA      ,2016
5/2/2015,ST. LAWRENCE,5600
5/2/2015,STEUBEN     ,6238
5/2/2015,SUFFOLK     ,164351
5/2/2015,SULLIVAN    ,6787
5/2/2015,TIOGA       ,2522
5/2/2015,TOMPKINS    ,4570
5/2/2015,ULSTER      ,14997
5/2/2015,WARREN      ,5911
5/2/2015,WASHINGTON  ,3052
5/2/2015,WAYNE       ,5325
5/2/2015,WESTCHESTER ,103704
5/2/2015,WYOMING     ,2054
5/2/2015,YATES       ,1089
5/9/2015,ALBANY      ,22673
5/9/2015,ALLEGANY    ,1990
5/9/2015,BRONX       ,102420
5/9/2015,BROOME      ,11700
5/9/2015,CATTARAUGUS ,3975
5/9/2015,CAYUGA      ,4739
5/9/2015,CHAUTAUQUA  ,7424
5/9/2015,CHEMUNG     ,4812
5/9/2015,CHENANGO    ,2632
5/9/2015,CLINTON     ,3826
5/9/2015,COLUMBIA    ,4785
5/9/2015,CORTLAND    ,2626
5/9/2015,DELAWARE    ,3361
5/9/2015,DUTCHESS    ,26870
5/9/2015,ERIE        ,59157
5/9/2015,ESSEX       ,1588
5/9/2015,FRANKLIN    ,2445
5/9/2015,FULTON      ,3480
5/9/2015,GENESEE     ,3625
5/9/2015,GREENE      ,4222
5/9/2015,HAMILTON    ,243
5/9/2015,HERKIMER    ,3439
5/9/2015,JEFFERSON   ,5713
5/9/2015,KINGS       ,179270
5/9/2015,LEWIS       ,1034
5/9/2015,LIVINGSTON  ,3905
5/9/2015,MADISON     ,3623
5/9/2015,MONROE      ,51429
5/9/2015,MONTGOMERY  ,3938
5/9/2015,NASSAU      ,165870
5/9/2015,NEW YORK    ,179820
5/9/2015,NIAGARA     ,11589
5/9/2015,ONEIDA      ,13773
5/9/2015,ONONDAGA    ,31141
5/9/2015,ONTARIO     ,7676
5/9/2015,ORANGE      ,35674
5/9/2015,ORLEANS     ,1920
5/9/2015,OSWEGO      ,6468
5/9/2015,OTSEGO      ,3248
5/9/2015,PUTNAM      ,13202
5/9/2015,QUEENS      ,212479
5/9/2015,RENSSELAER  ,11102
5/9/2015,RICHMOND    ,53887
5/9/2015,ROCKLAND    ,34421
5/9/2015,SARATOGA    ,16081
5/9/2015,SCHENECTADY ,156628
5/9/2015,SCHOHARIE   ,1765
5/9/2015,SCHUYLER    ,1115
5/9/2015,SENECA      ,2092
5/9/2015,ST. LAWRENCE,5712
5/9/2015,STEUBEN     ,6109
5/9/2015,SUFFOLK     ,168540
5/9/2015,SULLIVAN    ,7052
5/9/2015,TIOGA       ,2335
5/9/2015,TOMPKINS    ,4310
5/9/2015,ULSTER      ,14720
5/9/2015,WARREN      ,6430
5/9/2015,WASHINGTON  ,3145
5/9/2015,WAYNE       ,5468
5/9/2015,WESTCHESTER ,105355
5/9/2015,WYOMING     ,2135
5/9/2015,YATES       ,1196
5/16/2015,ALBANY      ,23371
5/16/2015,ALLEGANY    ,1852
5/16/2015,BRONX       ,101115
5/16/2015,BROOME      ,12195
5/16/2015,CATTARAUGUS ,3877
5/16/2015,CAYUGA      ,4820
5/16/2015,CHAUTAUQUA  ,7320
5/16/2015,CHEMUNG     ,4809
5/16/2015,CHENANGO    ,2624
5/16/2015,CLINTON     ,4093
5/16/2015,COLUMBIA    ,4735
5/16/2015,CORTLAND    ,2869
5/16/2015,DELAWARE    ,3338
5/16/2015,DUTCHESS    ,27410
5/16/2015,ERIE        ,60343
5/16/2015,ESSEX       ,1769
5/16/2015,FRANKLIN    ,2240
5/16/2015,FULTON      ,3397
5/16/2015,GENESEE     ,3626
5/16/2015,GREENE      ,4204
5/16/2015,HAMILTON    ,246
5/16/2015,HERKIMER    ,3557
5/16/2015,JEFFERSON   ,6000
5/16/2015,KINGS       ,176177
5/16/2015,LEWIS       ,1067
5/16/2015,LIVINGSTON  ,4014
5/16/2015,MADISON     ,3527
5/16/2015,MONROE      ,51635
5/16/2015,MONTGOMERY  ,4159
5/16/2015,NASSAU      ,162321
5/16/2015,NEW YORK    ,177528
5/16/2015,NIAGARA     ,11944
5/16/2015,ONEIDA      ,14538
5/16/2015,ONONDAGA    ,31916
5/16/2015,ONTARIO     ,7557
5/16/2015,ORANGE      ,35716
5/16/2015,ORLEANS     ,2041
5/16/2015,OSWEGO      ,6861
5/16/2015,OTSEGO      ,3538
5/16/2015,PUTNAM      ,12763
5/16/2015,QUEENS      ,208132
5/16/2015,RENSSELAER  ,11228
5/16/2015,RICHMOND    ,52110
5/16/2015,ROCKLAND    ,33616
5/16/2015,SARATOGA    ,16403
5/16/2015,SCHENECTADY ,156269
5/16/2015,SCHOHARIE   ,1957
5/16/2015,SCHUYLER    ,1068
5/16/2015,SENECA      ,1833
5/16/2015,ST. LAWRENCE,5962
5/16/2015,STEUBEN     ,6262
5/16/2015,SUFFOLK     ,164345
5/16/2015,SULLIVAN    ,6914
5/16/2015,TIOGA       ,2523
5/16/2015,TOMPKINS    ,4662
5/16/2015,ULSTER      ,14940
5/16/2015,WARREN      ,5985
5/16/2015,WASHINGTON  ,3192
5/16/2015,WAYNE       ,5511
5/16/2015,WESTCHESTER ,104630
5/16/2015,WYOMING     ,2096
5/16/2015,YATES       ,1195
5/23/2015,ALBANY      ,23417
5/23/2015,ALLEGANY    ,2007
5/23/2015,BRONX       ,102427
5/23/2015,BROOME      ,12248
5/23/2015,CATTARAUGUS ,4221
5/23/2015,CAYUGA      ,4888
5/23/2015,CHAUTAUQUA  ,7346
5/23/2015,CHEMUNG     ,5179
5/23/2015,CHENANGO    ,2917
5/23/2015,CLINTON     ,4125
5/23/2015,COLUMBIA    ,4933
5/23/2015,CORTLAND    ,2980
5/23/2015,DELAWARE    ,3644
5/23/2015,DUTCHESS    ,27406
5/23/2015,ERIE        ,60566
5/23/2015,ESSEX       ,1824
5/23/2015,FRANKLIN    ,2326
5/23/2015,FULTON      ,3772
5/23/2015,GENESEE     ,3624
5/23/2015,GREENE      ,4611
5/23/2015,HAMILTON    ,399
5/23/2015,HERKIMER    ,3477
5/23/2015,JEFFERSON   ,6425
5/23/2015,KINGS       ,181326
5/23/2015,LEWIS       ,1166
5/23/2015,LIVINGSTON  ,3871
5/23/2015,MADISON     ,3570
5/23/2015,MONROE      ,52532
5/23/2015,MONTGOMERY  ,4102
5/23/2015,NASSAU      ,164364
5/23/2015,NEW YORK    ,185473
5/23/2015,NIAGARA     ,12266
5/23/2015,ONEIDA      ,13856
5/23/2015,ONONDAGA    ,32033
5/23/2015,ONTARIO     ,8012
5/23/2015,ORANGE      ,37423
5/23/2015,ORLEANS     ,2076
5/23/2015,OSWEGO      ,6546
5/23/2015,OTSEGO      ,3464
5/23/2015,PUTNAM      ,13684
5/23/2015,QUEENS      ,214402
5/23/2015,RENSSELAER  ,11761
5/23/2015,RICHMOND    ,54422
5/23/2015,ROCKLAND    ,34391
5/23/2015,SARATOGA    ,17206
5/23/2015,SCHENECTADY ,156267
5/23/2015,SCHOHARIE   ,1903
5/23/2015,SCHUYLER    ,1152
5/23/2015,SENECA      ,1986
5/23/2015,ST. LAWRENCE,6463
5/23/2015,STEUBEN     ,6085
5/23/2015,SUFFOLK     ,167472
5/23/2015,SULLIVAN    ,7866
5/23/2015,TIOGA       ,2556
5/23/2015,TOMPKINS    ,4798
5/23/2015,ULSTER      ,15610
5/23/2015,WARREN      ,6660
5/23/2015,WASHINGTON  ,3386
5/23/2015,WAYNE       ,5749
5/23/2015,WESTCHESTER ,107168
5/23/2015,WYOMING     ,2137
5/23/2015,YATES       ,1224
5/30/2015,ALBANY      ,23172
5/30/2015,ALLEGANY    ,2001
5/30/2015,BRONX       ,102537
5/30/2015,BROOME      ,11894
5/30/2015,CATTARAUGUS ,4069
5/30/2015,CAYUGA      ,4994
5/30/2015,CHAUTAUQUA  ,7532
5/30/2015,CHEMUNG     ,5094
5/30/2015,CHENANGO    ,3016
5/30/2015,CLINTON     ,4123
5/30/2015,COLUMBIA    ,4935
5/30/2015,CORTLAND    ,2916
5/30/2015,DELAWARE    ,3526
5/30/2015,DUTCHESS    ,27942
5/30/2015,ERIE        ,59235
5/30/2015,ESSEX       ,1669
5/30/2015,FRANKLIN    ,2389
5/30/2015,FULTON      ,3513
5/30/2015,GENESEE     ,3733
5/30/2015,GREENE      ,4638
5/30/2015,HAMILTON    ,309
5/30/2015,HERKIMER    ,3586
5/30/2015,JEFFERSON   ,6262
5/30/2015,KINGS       ,179292
5/30/2015,LEWIS       ,1071
5/30/2015,LIVINGSTON  ,3747
5/30/2015,MADISON     ,3382
5/30/2015,MONROE      ,52768
5/30/2015,MONTGOMERY  ,4027
5/30/2015,NASSAU      ,163056
5/30/2015,NEW YORK    ,179770
5/30/2015,NIAGARA     ,12150
5/30/2015,ONEIDA      ,13970
5/30/2015,ONONDAGA    ,31911
5/30/2015,ONTARIO     ,7558
5/30/2015,ORANGE      ,36060
5/30/2015,ORLEANS     ,1934
5/30/2015,OSWEGO      ,6725
5/30/2015,OTSEGO      ,3269
5/30/2015,PUTNAM      ,13638
5/30/2015,QUEENS      ,211181
5/30/2015,RENSSELAER  ,11437
5/30/2015,RICHMOND    ,53150
5/30/2015,ROCKLAND    ,34283
5/30/2015,SARATOGA    ,17254
5/30/2015,SCHENECTADY ,155645
5/30/2015,SCHOHARIE   ,1841
5/30/2015,SCHUYLER    ,1115
5/30/2015,SENECA      ,2040
5/30/2015,ST. LAWRENCE,6286
5/30/2015,STEUBEN     ,6547
5/30/2015,SUFFOLK     ,167488
5/30/2015,SULLIVAN    ,7307
5/30/2015,TIOGA       ,2492
5/30/2015,TOMPKINS    ,4531
5/30/2015,ULSTER      ,15733
5/30/2015,WARREN      ,6879
5/30/2015,WASHINGTON  ,3201
5/30/2015,WAYNE       ,5708
5/30/2015,WESTCHESTER ,105037
5/30/2015,WYOMING     ,2187
5/30/2015,YATES       ,1236
6/6/2015,ALBANY      ,24741
6/6/2015,ALLEGANY    ,2261
6/6/2015,BRONX       ,108780
6/6/2015,BROOME      ,12837
6/6/2015,CATTARAUGUS ,4604
6/6/2015,CAYUGA      ,5401
6/6/2015,CHAUTAUQUA  ,8106
6/6/2015,CHEMUNG     ,5417
6/6/2015,CHENANGO    ,2692
6/6/2015,CLINTON     ,4260
6/6/2015,COLUMBIA    ,5478
6/6/2015,CORTLAND    ,2934
6/6/2015,DELAWARE    ,3791
6/6/2015,DUTCHESS    ,29990
6/6/2015,ERIE        ,63014
6/6/2015,ESSEX       ,2155
6/6/2015,FRANKLIN    ,2490
6/6/2015,FULTON      ,3863
6/6/2015,GENESEE     ,3898
6/6/2015,GREENE      ,4502
6/6/2015,HAMILTON    ,385
6/6/2015,HERKIMER    ,3808
6/6/2015,JEFFERSON   ,6538
6/6/2015,KINGS       ,193189
6/6/2015,LEWIS       ,1112
6/6/2015,LIVINGSTON  ,4243
6/6/2015,MADISON     ,3673
6/6/2015,MONROE      ,55876
6/6/2015,MONTGOMERY  ,4331
6/6/2015,NASSAU      ,174229
6/6/2015,NEW YORK    ,196281
6/6/2015,NIAGARA     ,13118
6/6/2015,ONEIDA      ,15179
6/6/2015,ONONDAGA    ,34221
6/6/2015,ONTARIO     ,8233
6/6/2015,ORANGE      ,39055
6/6/2015,ORLEANS     ,2227
6/6/2015,OSWEGO      ,7151
6/6/2015,OTSEGO      ,3578
6/6/2015,PUTNAM      ,13883
6/6/2015,QUEENS      ,225014
6/6/2015,RENSSELAER  ,12178
6/6/2015,RICHMOND    ,56373
6/6/2015,ROCKLAND    ,37025
6/6/2015,SARATOGA    ,17809
6/6/2015,SCHENECTADY ,156093
6/6/2015,SCHOHARIE   ,1909
6/6/2015,SCHUYLER    ,1176
6/6/2015,SENECA      ,2081
6/6/2015,ST. LAWRENCE,6489
6/6/2015,STEUBEN     ,6755
6/6/2015,SUFFOLK     ,178726
6/6/2015,SULLIVAN    ,7697
6/6/2015,TIOGA       ,2877
6/6/2015,TOMPKINS    ,5082
6/6/2015,ULSTER      ,16786
6/6/2015,WARREN      ,7318
6/6/2015,WASHINGTON  ,3364
6/6/2015,WAYNE       ,5976
6/6/2015,WESTCHESTER ,113243
6/6/2015,WYOMING     ,2276
6/6/2015,YATES       ,1259
6/13/2015,ALBANY      ,24912
6/13/2015,ALLEGANY    ,2090
6/13/2015,BRONX       ,104002
6/13/2015,BROOME      ,12479
6/13/2015,CATTARAUGUS ,4246
6/13/2015,CAYUGA      ,5270
6/13/2015,CHAUTAUQUA  ,8296
6/13/2015,CHEMUNG     ,5226
6/13/2015,CHENANGO    ,2645
6/13/2015,CLINTON     ,3825
6/13/2015,COLUMBIA    ,5049
6/13/2015,CORTLAND    ,2878
6/13/2015,DELAWARE    ,3496
6/13/2015,DUTCHESS    ,28913
6/13/2015,ERIE        ,62452
6/13/2015,ESSEX       ,1867
6/13/2015,FRANKLIN    ,2533
6/13/2015,FULTON      ,3709
6/13/2015,GENESEE     ,4184
6/13/2015,GREENE      ,4594
6/13/2015,HAMILTON    ,351
6/13/2015,HERKIMER    ,3765
6/13/2015,JEFFERSON   ,6961
6/13/2015,KINGS       ,183987
6/13/2015,LEWIS       ,1242
6/13/2015,LIVINGSTON  ,3936
6/13/2015,MADISON     ,4151
6/13/2015,MONROE      ,54426
6/13/2015,MONTGOMERY  ,4324
6/13/2015,NASSAU      ,171428
6/13/2015,NEW YORK    ,196683
6/13/2015,NIAGARA     ,12614
6/13/2015,ONEIDA      ,14241
6/13/2015,ONONDAGA    ,34846
6/13/2015,ONTARIO     ,8176
6/13/2015,ORANGE      ,38541
6/13/2015,ORLEANS     ,2070
6/13/2015,OSWEGO      ,6687
6/13/2015,OTSEGO      ,3522
6/13/2015,PUTNAM      ,14077
6/13/2015,QUEENS      ,221562
6/13/2015,RENSSELAER  ,12342
6/13/2015,RICHMOND    ,55873
6/13/2015,ROCKLAND    ,37929
6/13/2015,SARATOGA    ,18477
6/13/2015,SCHENECTADY ,156199
6/13/2015,SCHOHARIE   ,1896
6/13/2015,SCHUYLER    ,1228
6/13/2015,SENECA      ,2190
6/13/2015,ST. LAWRENCE,6623
6/13/2015,STEUBEN     ,6609
6/13/2015,SUFFOLK     ,176236
6/13/2015,SULLIVAN    ,7789
6/13/2015,TIOGA       ,2891
6/13/2015,TOMPKINS    ,4981
6/13/2015,ULSTER      ,15872
6/13/2015,WARREN      ,6903
6/13/2015,WASHINGTON  ,3590
6/13/2015,WAYNE       ,6046
6/13/2015,WESTCHESTER ,111506
6/13/2015,WYOMING     ,2213
6/13/2015,YATES       ,1308
6/20/2015,ALBANY      ,24551
6/20/2015,ALLEGANY    ,2223
6/20/2015,BRONX       ,101506
6/20/2015,BROOME      ,12768
6/20/2015,CATTARAUGUS ,4202
6/20/2015,CAYUGA      ,5641
6/20/2015,CHAUTAUQUA  ,7974
6/20/2015,CHEMUNG     ,5359
6/20/2015,CHENANGO    ,2886
6/20/2015,CLINTON     ,4121
6/20/2015,COLUMBIA    ,5390
6/20/2015,CORTLAND    ,2951
6/20/2015,DELAWARE    ,3713
6/20/2015,DUTCHESS    ,29952
6/20/2015,ERIE        ,62469
6/20/2015,ESSEX       ,1800
6/20/2015,FRANKLIN    ,2556
6/20/2015,FULTON      ,3691
6/20/2015,GENESEE     ,3867
6/20/2015,GREENE      ,4510
6/20/2015,HAMILTON    ,379
6/20/2015,HERKIMER    ,4045
6/20/2015,JEFFERSON   ,6767
6/20/2015,KINGS       ,182348
6/20/2015,LEWIS       ,1185
6/20/2015,LIVINGSTON  ,3933
6/20/2015,MADISON     ,3778
6/20/2015,MONROE      ,54289
6/20/2015,MONTGOMERY  ,4530
6/20/2015,NASSAU      ,174414
6/20/2015,NEW YORK    ,186744
6/20/2015,NIAGARA     ,12914
6/20/2015,ONEIDA      ,14426
6/20/2015,ONONDAGA    ,34165
6/20/2015,ONTARIO     ,8288
6/20/2015,ORANGE      ,38937
6/20/2015,ORLEANS     ,2024
6/20/2015,OSWEGO      ,6841
6/20/2015,OTSEGO      ,3868
6/20/2015,PUTNAM      ,13795
6/20/2015,QUEENS      ,223537
6/20/2015,RENSSELAER  ,11870
6/20/2015,RICHMOND    ,57497
6/20/2015,ROCKLAND    ,40568
6/20/2015,SARATOGA    ,18333
6/20/2015,SCHENECTADY ,155715
6/20/2015,SCHOHARIE   ,2118
6/20/2015,SCHUYLER    ,1267
6/20/2015,SENECA      ,1925
6/20/2015,ST. LAWRENCE,6633
6/20/2015,STEUBEN     ,6598
6/20/2015,SUFFOLK     ,179868
6/20/2015,SULLIVAN    ,7537
6/20/2015,TIOGA       ,2714
6/20/2015,TOMPKINS    ,4962
6/20/2015,ULSTER      ,16650
6/20/2015,WARREN      ,6884
6/20/2015,WASHINGTON  ,3386
6/20/2015,WAYNE       ,5852
6/20/2015,WESTCHESTER ,111911
6/20/2015,WYOMING     ,2190
6/20/2015,YATES       ,1323
